tokens,ner_tags,split
"CRICKET - PAKISTAN WIN TOSS , PUT ENGLAND IN TO BAT .",O O B-LOC O O O O B-LOC O O O O,validation
"BIRMINGHAM , England 1996-08-31",B-LOC O B-LOC O,validation
Pakistan won the toss and put England in to bat in the second limited overs cricket international at Edgbaston on Saturday .,B-LOC O O O O O B-LOC O O O O O O O O O O O B-LOC O O O,validation
"Surrey all-rounder Adam Hollioake was making his England debut , replacing Lancashire batsman Graham Lloyd , with seamer Peter Martin again being omitted from the 13 .",B-ORG O B-PER I-PER O O O B-LOC O O O B-ORG O B-PER I-PER O O O B-PER I-PER O O O O O O O,validation
Pakistan kept the side who lost to England by five wickets at Old Trafford on Thursday in the first of the three one-day matches .,B-LOC O O O O O O B-LOC O O O O B-LOC I-LOC O O O O O O O O O O O,validation
Teams :,O O,validation
"England : Mike Atherton ( captain ) , Nick Knight , Alec Stewart , Graham Thorpe , Matthew Maynard , Adam Hollioake , Ronnie Irani , Robert Croft , Darren Gough , Dean Headley , Alan Mullally .",B-LOC O B-PER I-PER O O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O,validation
"Pakistan : Aamir Sohail , Saeed Anwar , Ijaz Ahmed , Salim Malik , Inzamam-ul-Haq , Wasim Akram ( captain ) , Moin Khan , Saqlain Mushtaq , Mushtaq Ahmed , Waqar Younis , Ata-ur-Rehman .",B-LOC O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER O B-PER I-PER O O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER O,validation
BASEBALL - GONZALEZ HOMERS TWICE AS RANGERS BEAT INDIANS .,O O B-PER O O O B-ORG O B-ORG O,validation
"ARLINGTON , Texas 1996-08-31",B-LOC O B-LOC O,validation
Juan Gonzalez homered twice and Ivan Rodriguez added a two-run shot as the Texas Rangers defeated the Cleveland Indians 5-3 in a matchup of division leaders Friday .,B-PER I-PER O O O B-PER I-PER O O O O O O B-ORG I-ORG O O B-ORG I-ORG O O O O O O O O O,validation
"Rodriguez 's 18th homer , off Chad Ogea ( 7-5 ) in the first , gave Texas a 2-0 lead .",B-PER O O O O O B-PER I-PER O O O O O O O O B-LOC O O O O,validation
"One out later , Gonzalez smacked his 40th homer , extending his hitting streak to 20 games .",O O O O B-PER O O O O O O O O O O O O O,validation
"Gonzalez , who hit in 21 straight games earlier this season , joined Mickey Rivers as the only players in Texas history with two 20-game streaks in the same year .",B-PER O O O O O O O O O O O O B-PER I-PER O O O O O B-LOC O O O O O O O O O O,validation
Gonzalez hit his second homer in the third for his fifth multi-homer game of the season .,B-PER O O O O O O O O O O O O O O O O,validation
Gonzalez has three 40-homer seasons and his 121 RBI broke Ruben Sierra 's team record of 119 set in 1989 .,B-PER O O O O O O O B-MISC O B-PER I-PER O O O O O O O O O,validation
The Indians had their four-game winning streak stopped .,O B-MISC O O O O O O O,validation
""" It 's not something I 'm going to try to explain , "" said Texas manager Johnny Oates about his team winning seven of the 10 meetings from Cleveland this season .",O O O O O O O O O O O O O O O B-LOC O B-PER I-PER O O O O O O O O O O B-ORG O O O,validation
""" We 've got two more regular season games against them and we might get lucky enough or unlucky enough to play them in the post-season . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,validation
Roger Pavlik ( 15-7 ) gave up three runs and seven hits in 6 1/3 innings and became the fourth 15-game winner in the American League .,B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O B-MISC I-MISC O,validation
Jeff Russell pitched two perfect innings for his third save .,B-PER I-PER O O O O O O O O O,validation
Brian Giles and Jim Thome homered for Cleveland .,B-PER I-PER O B-PER I-PER O O B-ORG O,validation
Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,B-ORG O O O O B-ORG I-ORG O O B-MISC I-MISC I-MISC O O O O O,validation
Texas 's lead over Seattle in the West increased to six .,B-ORG O O O B-ORG O O B-LOC O O O O,validation
"At California , Tino Martinez 's two-run homer keyed a three-run first and Andy Pettitte became the league 's first 19-game winner as the New York Yankees beat the Angels 6-2 .",O B-LOC O B-PER I-PER O O O O O O O O B-PER I-PER O O O O O O O O O B-ORG I-ORG I-ORG O O B-ORG O O,validation
"New York snapped a season-high five-game losing streak and also got homers from Mariano Duncan , Darryl Strawberry and Jim Leyritz .",B-LOC I-LOC O O O O O O O O O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O,validation
Pettite ( 19-7 ) allowed two runs and eight hits over eight innings with a walk and seven strikeouts .,B-PER O O O O O O O O O O O O O O O O O O O,validation
He improved to 12-2 following Yankees ' losses .,O O O O O B-ORG O O O,validation
"Mariano Rivera pitched a scoreless ninth , striking out two .",B-PER I-PER O O O O O O O O O,validation
"Ex-Yankee Randy Velarde hit his 11th homer , his most at any professional level .",O B-PER I-PER O O O O O O O O O O O O,validation
"In Seattle , Pete Incaviglia 's grand slam with one out in the sixth snapped a tie and lifted the Baltimore Orioles past the Seattle Mariners , 5-2 .",O B-LOC O B-PER I-PER O O O O O O O O O O O O O O O B-ORG I-ORG O O B-ORG I-ORG O O O,validation
It was Incaviglia 's sixth grand slam and 200th homer of his career .,O O B-PER O O O O O O O O O O O,validation
Baltimore 's Eddie Murray cracked his 20th homer of the season and 499th of his career .,B-ORG O B-PER I-PER O O O O O O O O O O O O O,validation
Jay Buhner hit his 38th homer and Edgar Martinez his 23rd for Seattle .,B-PER I-PER O O O O O B-PER I-PER O O O B-ORG O,validation
The Orioles remained tied with the White Sox for the American League wild card with the Mariners a game back .,O B-ORG O O O O B-ORG I-ORG O O B-MISC I-MISC O O O O B-ORG O O O O,validation
"In Toronto , Kevin Tapani ( 12-8 ) allowed two runs and six hits over 7 1/3 innings and Frank Thomas hit his 29th homer and drove in three runs as the Chicago White Sox cruised to an 11-2 victory over the Blue Jays .",O B-LOC O B-PER I-PER O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O B-ORG I-ORG I-ORG O O O O O O O B-ORG I-ORG O,validation
"Thomas , Harold Baines and Robin Ventura each collected three hits .",B-PER O B-PER I-PER O B-PER I-PER O O O O O,validation
Baines homered and scored three runs .,B-PER O O O O O O,validation
Danny Tartabull added two hits and three RBI as all Chicago starters got at least one hit .,B-PER I-PER O O O O O B-MISC O O B-LOC O O O O O O O,validation
"In Oakland , Dave Telgheder scattered seven hits over eight innings and Mark McGwire hit his major-league leading 45th homer and drove in three runs as the Athetlics blanked the Boston Red Sox 7-0 .",O B-LOC O B-PER I-PER O O O O O O O B-PER I-PER O O O O O O O O O O O O O B-ORG O O B-ORG I-ORG I-ORG O O,validation
Telgheder ( 2-5 ) snapped a personal three-game losing streak .,B-PER O O O O O O O O O O,validation
Buddy Groom pitched a perfect ninth inning .,B-PER I-PER O O O O O O,validation
McGwire singled home a run to spark a three-run sixth and capped the scoring with a two-run homer in the seventh .,B-PER O O O O O O O O O O O O O O O O O O O O O,validation
The loss was Boston 's seventh in its last 29 games .,O O O B-ORG O O O O O O O O,validation
"In Detroit , Todd Van Poppel pitched a five-hitter for his first career shutout and Tony Clark homered to cap a four-run first inning as the Tigers blanked the Kansas City Royals 4-0 .",O B-LOC O B-PER I-PER I-PER O O O O O O O O O B-PER I-PER O O O O O O O O O B-ORG O O B-ORG I-ORG I-ORG O O,validation
Van Poppel ( 3-6 ) walked two and struck out two in defeating the Royals for the second time this week .,B-PER I-PER O O O O O O O O O O O O B-ORG O O O O O O O,validation
He threw 108 pitches as he lowered his ERA from 8.08 to 7.24 .,O O O O O O O O B-MISC O O O O O,validation
Kansas City has scored only one run in two games .,B-LOC I-LOC O O O O O O O O O,validation
"In Milwaukee , Marc Newfield homered off Jose Parra ( 5-4 ) leading off the bottom of the 12th as the Brewers rallied for a 5-4 victory over the Minnesota Twins .",O B-LOC O B-PER I-PER O O B-PER I-PER O O O O O O O O O O O O B-ORG O O O O O O O B-ORG I-ORG O,validation
Milwaukee has won 10 of its last 15 .,B-ORG O O O O O O O O,validation
"Bob Wickman ( 6-1 ) pitched 2 2/3 hitless innings for the win , his second for the Brewers .",B-PER I-PER O O O O O O O O O O O O O O O O B-ORG O,validation
Matt Lawton hit a three-run homer off closer Mike Fetters with one out in the ninth to give Minnesota a 4-2 lead .,B-PER I-PER O O O O O O B-PER I-PER O O O O O O O O B-ORG O O O O,validation
But Milwaukee tied it up in the bottom of the ninth on pinch-hitter Dave Nilsson 's two-run double .,O B-ORG O O O O O O O O O O O B-PER I-PER O O O O,validation
CRICKET - ESSEX AND KENT MADE TO SWEAT IN TITLE RACE .,O O B-ORG O B-ORG O O O O O O O,validation
LONDON 1996-08-31,B-LOC O,validation
"Essex and Kent both face tense finishes on Monday as they attempt to keep pace with title hopefuls Derbyshire and Surrey , convincing three-day victors on Saturday , in the English county championship run-in .",B-ORG O B-ORG O O O O O O O O O O O O O O O B-ORG O B-ORG O O O O O O O O O B-MISC O O O O,validation
Essex need another 148 with five wickets in hand to beat Yorkshire after a maiden first-class century from Richard Kettleborough transformed a match which his side had seemed certain to lose .,B-ORG O O O O O O O O O O B-ORG O O O O O O B-PER I-PER O O O O O O O O O O O O,validation
Kent will also need to keep their nerve against struggling Nottinghamshire who will enter the final day 137 ahead with four wickets left in a relatively low-scoring match at Tunbridge Wells .,B-ORG O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O B-LOC I-LOC O,validation
"Derbyshire , nine-wicket winners over Worcestershire , and Surrey , who thrashed Warwickshire by an innings and 164 runs , can instead take the day off along with rivals Leicestershire , who beat Somerset inside two days .",B-ORG O O O O B-ORG O O B-ORG O O O B-ORG O O O O O O O O O O O O O O O O B-ORG O O O B-ORG O O O O,validation
"Warwickshire captain Tim Munton is tipping Surrey to emerge on top , impressed by the positive influence of Australian coach Dave Gilbert , but Derbyshire 's Australian captain Dean Jones is conceding nothing as his side chase their first title for 60 years .",B-ORG O B-PER I-PER O O B-ORG O O O O O O O O O O O B-MISC O B-PER I-PER O O B-ORG O B-MISC O B-PER I-PER O O O O O O O O O O O O O O,validation
""" We took three absolutely brilliant catches in this match and our catching all season has been pretty impressive .",O O O O O O O O O O O O O O O O O O O O,validation
"Our catching will win or lose us the championship , "" he said .",O O O O O O O O O O O O O O,validation
GOLF - LEADING MONEY WINNERS ON EUROPEAN TOUR .,O O O O O O B-MISC I-MISC O,validation
LONDON 1996-08-31,B-LOC O,validation
Leading money winners on the,O O O O O,validation
European Tour after the British Masters won by Robert Allenby on,B-MISC I-MISC O O B-MISC I-MISC O O B-PER I-PER O,validation
Saturday ( British unless stated ) :,O O B-MISC O O O O,validation
"1. Ian Woosnam 510,258 pounds sterling",O B-PER I-PER O O O,validation
"2. Colin Montgomerie 442,201",O B-PER I-PER O,validation
"3. Robert Allenby ( Australia ) 407,748",O B-PER I-PER O B-LOC O O,validation
"4. Lee Westwood 301,972",O B-PER I-PER O,validation
"5. Costantino Rocca ( Italy ) 297,157",O B-PER I-PER O B-LOC O O,validation
"6. Mark McNulty ( Zimbabwe ) 254,247",O B-PER I-PER O B-LOC O O,validation
"7. Andrew Coltart 248,142",O B-PER I-PER O,validation
"8. Wayne Riley ( Australia ) 239,733",O B-PER I-PER O B-LOC O O,validation
"9. Raymond Russell 234,330",O B-PER I-PER O,validation
"10. Paul Lawrie 211,420",O B-PER I-PER O,validation
"11. Stephen Ames ( Trinidad ) 211,175",O B-PER I-PER O B-LOC O O,validation
"12. Frank Nobilo ( New Zealand ) 209,412",O B-PER I-PER O B-LOC I-LOC O O,validation
"13. Paul McGinley ( Ireland ) 208,978",O B-PER I-PER O B-LOC O O,validation
"14. Padraig Harrington ( Ireland ) 202,593",O B-PER I-PER O B-LOC O O,validation
"15. Retief Goosen ( South Africa ) 195,283",O B-PER I-PER O B-LOC I-LOC O O,validation
"16. Miguel Angel Jimenez ( Spain ) 184,180",O B-PER I-PER I-PER O B-LOC O O,validation
"17. Peter Mitchell 183,704",O B-PER I-PER O,validation
"18. Miguel Angel Martin ( Spain ) 182,533",O B-PER I-PER I-PER O B-LOC O O,validation
"19. Jonathan Lomas 181,005",O B-PER I-PER O,validation
"20. Paul Broadhurst 176,780",O B-PER I-PER O,validation
"RUGBY UNION - ENGLISH , SCOTTISH AND WELSH RESULTS .",B-ORG I-ORG O B-MISC O B-MISC O B-MISC O O,validation
LONDON 1996-08-31,B-LOC O,validation
"Results of English , Scottish and",O O B-MISC O B-MISC O,validation
Welsh rugby union matches on Saturday :,B-MISC O O O O O O,validation
English National League one,B-MISC I-MISC I-MISC O,validation
Harlequins 75 Gloucester 19,B-ORG O B-ORG O,validation
London Irish 27 Bristol 28,B-ORG I-ORG O B-ORG O,validation
Northampton 46 West Hartlepool 20,B-ORG O B-ORG I-ORG O,validation
Orrell 13 Bath 56,B-ORG O B-ORG O,validation
Sale 31 Wasps 33,B-ORG O B-ORG O,validation
Saracens 25 Leicester 23,B-ORG O B-ORG O,validation
Welsh division one,B-MISC O O,validation
Bridgend 13 Llanelli 9,B-ORG O B-ORG O,validation
Dunvant 21 Ebbw Vale 10,B-ORG O B-ORG I-ORG O,validation
Treorchy 17 Newbridge 23,B-ORG O B-ORG O,validation
Newport 29 Caerphilly 10,B-ORG O B-ORG O,validation
Swansea 49 Cardiff 23,B-ORG O B-ORG O,validation
Scottish premier league division one,B-MISC O O O O,validation
Boroughmuir 20 Hawick 23,B-ORG O B-ORG O,validation
Currie 45 Heriot 's F.P. 5,B-ORG O B-ORG I-ORG I-ORG O,validation
Jed-Forest 17 Watsonians 54,B-ORG O B-ORG O,validation
Melrose 107 Stirling County 10,B-ORG O B-ORG O O,validation
SOCCER - WALES BEAT SAN MARINO IN WORLD CUP QUALIFIER .,O O B-LOC O B-LOC I-LOC O B-MISC I-MISC O O,validation
CARDIFF 1996-08-31,B-LOC O,validation
Wales beat San Marino 6-0 ( halftime 4-0 ) in a World Cup soccer European group 7 qualifier on Saturday .,B-LOC O B-LOC I-LOC O O O O O O O B-MISC I-MISC O B-MISC O O O O O O,validation
"Scorers : Dean Saunders ( 2nd minute , 75th ) , Mark Hughes ( 25th , 54th ) , Andy Melville ( 33rd ) , John Robinson ( 45th ) .",O O B-PER I-PER O O O O O O O B-PER I-PER O O O O O O B-PER I-PER O O O O B-PER I-PER O O O O,validation
"Attendance : 15,150",O O O,validation
SOCCER - UKRAINE BEAT NORTHERN IRELAND IN WORLD CUP QUALIFIER .,O O B-LOC O B-LOC I-LOC O B-MISC I-MISC O O,validation
BELFAST 1996-08-31,B-LOC O,validation
Ukraine beat Northern Ireland 1-0 ( halftime 0-0 ) in a World Cup soccer European group nine qualifier on Saturday .,B-LOC O B-LOC I-LOC O O O O O O O B-MISC I-MISC O B-MISC O O O O O O,validation
Scorer : Sergei Rebrov ( 79th minute ),O O B-PER I-PER O O O O,validation
"Attendance : 9,358",O O O,validation
RUGBY UNION - LYNAGH SEALS VICTORY OVER DWYER AND LEICESTER .,B-ORG I-ORG O B-PER O O O B-ORG O B-ORG O,validation
LONDON 1996-08-31,B-LOC O,validation
Former Wallaby captain Michael Lynagh began his career in English club rugby in impeccable fashion on Saturday to frustrate his old coach Bob Dwyer on his league coaching debut with Leicester .,O B-ORG O B-PER I-PER O O O O B-MISC O O O O O O O O O O O O B-PER I-PER O O O O O O B-LOC O,validation
Lynagh kicked five penalties and a conversion from his six attempts at goal to steer his multi-national Saracens side to a 25-23 home win and offer millionaire backer Nigel Wray an early return on his big investment in the north London club .,B-PER O O O O O O O O O O O O O O O O B-ORG O O O O O O O O O O B-PER I-PER O O O O O O O O O O B-LOC O O,validation
"French centre Philippe Sella also enjoyed a good game alongside Lynagh , although the home team scored only one try through England scrum-half Kyran Bracken .",B-MISC O B-PER I-PER O O O O O O B-PER O O O O O O O O O O B-LOC O B-PER I-PER O,validation
"The new French connection at Harlequins also made a good start , Laurent Cabannes and Laurent Benezech scoring a try apiece in their side 's 75-19 victory over Gloucester .",O O B-MISC O O B-LOC O O O O O O B-PER I-PER O B-PER I-PER O O O O O O O O O O O B-ORG O,validation
"Former England captain Will Carling , handed the kicking duties , finished with 20 points .",O B-LOC O B-PER I-PER O O O O O O O O O O O,validation
"With the first day of the league season briefly shifting the spotlight away from the discord between the clubs and the Rugby Football Union , there were also emphatic victories for champions Bath , 56-13 winners over Orrell , and Northampton and narrow successes for Wasps and Bristol .",O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O O O O O O O O B-ORG O O O O B-ORG O O B-ORG O O O O B-ORG O B-ORG O,validation
SOCCER - SCOTTISH LEAGUE STANDINGS .,O O B-MISC O O O,validation
LONDON 1996-08-31,B-LOC O,validation
Scottish league standings after,B-MISC O O O,validation
"Saturday 's matches ( tabulated - played , won , drawn , lost , goals",O O O O O O O O O O O O O O O,validation
"for , goals against , points ) :",O O O O O O O O,validation
Division one,O O,validation
Greenock Morton 3 2 0 1 5 2 6,B-ORG I-ORG O O O O O O O,validation
Dundee 3 1 2 0 3 2 5,B-ORG O O O O O O O,validation
St Johnstone 2 1 1 0 3 0 4,B-ORG I-ORG O O O O O O O,validation
St Mirren 3 1 1 1 5 4 4,B-ORG I-ORG O O O O O O O,validation
Airdrieonians 2 1 1 0 1 0 4,B-ORG O O O O O O O,validation
Falkirk 3 1 1 1 1 1 4,B-ORG O O O O O O O,validation
Clydebank 2 1 0 1 1 3 3,B-ORG O O O O O O O,validation
Partick 3 0 2 1 1 2 2,B-ORG O O O O O O O,validation
Stirling 3 0 1 2 1 3 1,B-ORG O O O O O O O,validation
East Fife 2 0 1 1 0 4 1,B-ORG I-ORG O O O O O O O,validation
Division two,O O,validation
Livingston 3 3 0 0 6 2 9,B-ORG O O O O O O O,validation
Queen of South 3 2 0 1 5 4 6,B-ORG I-ORG I-ORG O O O O O O O,validation
Ayr 3 1 2 0 8 2 5,B-ORG O O O O O O O,validation
Stenhousemuir 3 1 1 1 6 1 4,B-ORG O O O O O O O,validation
Hamilton 3 1 1 1 3 2 4,B-ORG O O O O O O O,validation
Stranraer 3 1 1 1 3 3 4,B-ORG O O O O O O O,validation
Brechin 3 0 3 0 2 2 3,B-ORG O O O O O O O,validation
Clyde 3 1 0 2 2 5 3,B-ORG O O O O O O O,validation
Dumbarton 3 0 2 1 3 4 2,B-ORG O O O O O O O,validation
Berwick 3 0 0 3 1 14 0,B-ORG O O O O O O O,validation
Division three,O O,validation
Albion 3 3 0 0 5 0 9,B-ORG O O O O O O O,validation
Forfar 3 2 0 1 7 4 6,B-ORG O O O O O O O,validation
Cowdenbeath 3 2 0 1 4 3 6,B-ORG O O O O O O O,validation
Arbroath 3 1 2 0 4 2 5,B-ORG O O O O O O O,validation
Alloa 3 1 1 1 3 3 4,B-ORG O O O O O O O,validation
Queen 's Park 3 1 1 1 6 8 4,B-ORG I-ORG I-ORG O O O O O O O,validation
Montrose 3 1 0 2 3 4 3,B-ORG O O O O O O O,validation
Inverness Thistle 3 1 0 2 3 6 3,B-ORG I-ORG O O O O O O O,validation
East Stirling 3 0 2 1 3 4 2,B-ORG I-ORG O O O O O O O,validation
Ross County 3 0 0 3 3 7 0,B-ORG I-ORG O O O O O O O,validation
SOCCER - ENGLISH LEAGUE STANDINGS .,O O B-MISC O O O,validation
LONDON 1996-08-31,B-LOC O,validation
English soccer league standings,B-MISC O O O,validation
"after Saturday 's matches ( tabulated - played , won , drawn , lost ,",O O O O O O O O O O O O O O O,validation
"goals for , goals against , points ) :",O O O O O O O O O,validation
Division one,O O,validation
Stoke 4 3 1 0 7 4 10,B-ORG O O O O O O O,validation
Barnsley 3 3 0 0 8 2 9,B-ORG O O O O O O O,validation
Norwich 4 3 0 1 5 3 9,B-ORG O O O O O O O,validation
Tranmere 4 2 1 1 6 4 7,B-ORG O O O O O O O,validation
Bolton 3 2 1 0 5 2 7,B-ORG O O O O O O O,validation
Queens Park Rangers 3 2 1 0 5 3 7,B-ORG I-ORG I-ORG O O O O O O O,validation
Wolverhampton 4 2 1 1 5 3 7,B-ORG O O O O O O O,validation
Swindon 4 2 1 1 5 4 7,B-ORG O O O O O O O,validation
Bradford 4 2 0 2 4 3 6,B-ORG O O O O O O O,validation
Portsmouth 4 2 0 2 4 5 6,B-ORG O O O O O O O,validation
Ipswich 4 1 2 1 9 7 5,B-ORG O O O O O O O,validation
Crystal Palace 4 1 2 1 4 3 5,B-ORG I-ORG O O O O O O O,validation
Port Vale 4 1 2 1 4 4 5,B-ORG I-ORG O O O O O O O,validation
Birmingham 2 1 1 0 5 4 4,B-ORG O O O O O O O,validation
Reading 4 1 1 2 5 10 4,B-ORG O O O O O O O,validation
Huddersfield 3 1 1 1 4 4 4,B-ORG O O O O O O O,validation
Oxford 4 1 0 3 6 5 3,B-ORG O O O O O O O,validation
Manchester City 3 1 0 2 2 3 3,B-ORG I-ORG O O O O O O O,validation
West Bromwich 3 0 2 1 2 3 2,B-ORG I-ORG O O O O O O O,validation
Oldham 4 0 1 3 5 9 1,B-ORG O O O O O O O,validation
Sheffield United 2 0 1 1 4 5 1,B-ORG I-ORG O O O O O O O,validation
Grimsby 4 0 1 3 4 8 1,B-ORG O O O O O O O,validation
Southend 4 0 1 3 2 10 1,B-ORG O O O O O O O,validation
Charlton 2 0 1 1 1 3 1,B-ORG O O O O O O O,validation
Division two,O O,validation
Plymouth 4 3 1 0 10 6 10,B-ORG O O O O O O O,validation
Brentford 4 3 1 0 9 3 10,B-ORG O O O O O O O,validation
Bury 4 3 1 0 8 2 10,B-ORG O O O O O O O,validation
Chesterfield 4 3 0 1 4 2 9,B-ORG O O O O O O O,validation
Millwall 4 2 1 1 7 5 7,B-ORG O O O O O O O,validation
Shrewsbury 4 2 1 1 6 6 7,B-ORG O O O O O O O,validation
Blackpool 4 2 1 1 3 2 7,B-ORG O O O O O O O,validation
York 4 2 0 2 6 6 6,B-ORG O O O O O O O,validation
Burnley 4 2 0 2 6 7 6,B-ORG O O O O O O O,validation
Bournemouth 4 2 0 2 5 5 6,B-ORG O O O O O O O,validation
Watford 4 2 0 2 4 5 6,B-ORG O O O O O O O,validation
Bristol Rovers 3 1 2 0 2 1 5,B-ORG I-ORG O O O O O O O,validation
Peterborough 3 1 1 1 4 4 4,B-ORG O O O O O O O,validation
Preston 4 1 1 2 4 5 4,B-ORG O O O O O O O,validation
Crewe 4 1 1 2 4 6 4,B-ORG O O O O O O O,validation
Gillingham 4 1 1 2 4 6 4,B-ORG O O O O O O O,validation
Notts County 3 1 1 1 2 2 4,B-ORG I-ORG O O O O O O O,validation
Bristol City 4 1 0 3 7 8 3,B-ORG I-ORG O O O O O O O,validation
Luton 4 1 0 3 4 10 3,B-ORG O O O O O O O,validation
Wycombe 4 0 3 1 2 3 3,B-ORG O O O O O O O,validation
Wrexham 2 0 2 0 5 5 2,B-ORG O O O O O O O,validation
Stockport 4 0 2 2 1 3 2,B-ORG O O O O O O O,validation
Rotherham 4 0 1 3 3 6 1,B-ORG O O O O O O O,validation
Walsall 3 0 1 2 2 4 1,B-ORG O O O O O O O,validation
Division three,O O,validation
Wigan 4 3 1 0 9 4 10,B-ORG O O O O O O O,validation
Fulham 4 3 0 1 5 3 9,B-ORG O O O O O O O,validation
Hull 4 2 2 0 4 2 8,B-ORG O O O O O O O,validation
Hartlepool 4 2 1 1 6 5 7,B-ORG O O O O O O O,validation
Torquay 4 2 1 1 5 3 7,B-ORG O O O O O O O,validation
Cardiff 4 2 1 1 3 2 7,B-ORG O O O O O O O,validation
Scunthorpe 4 2 1 1 3 3 7,B-ORG O O O O O O O,validation
Carlisle 4 2 1 1 2 1 7,B-ORG O O O O O O O,validation
Scarborough 4 1 3 0 5 3 6,B-ORG O O O O O O O,validation
Northampton 4 1 2 1 6 4 5,B-ORG O O O O O O O,validation
Lincoln 4 1 2 1 5 5 5,B-ORG O O O O O O O,validation
Barnet 4 1 2 1 4 2 5,B-ORG O O O O O O O,validation
Exeter 4 1 2 1 4 5 5,B-ORG O O O O O O O,validation
Cambridge United 4 1 2 1 3 4 5,B-ORG I-ORG O O O O O O O,validation
Darlington 4 1 1 2 9 8 4,B-ORG O O O O O O O,validation
Chester 4 1 1 2 6 7 4,B-ORG O O O O O O O,validation
Doncaster 4 1 1 2 4 5 4,B-ORG O O O O O O O,validation
Leyton Orient 4 1 1 2 3 3 4,B-ORG I-ORG O O O O O O O,validation
Brighton 4 1 1 2 3 6 4,B-ORG O O O O O O O,validation
Hereford 4 1 1 2 2 3 4,B-ORG O O O O O O O,validation
Swansea 4 1 0 3 4 9 3,B-ORG O O O O O O O,validation
Colchester 4 0 3 1 2 4 3,B-ORG O O O O O O O,validation
Rochdale 4 0 2 2 2 4 2,B-ORG O O O O O O O,validation
Mansfield 4 0 2 2 2 6 2,B-ORG O O O O O O O,validation
SOCCER - SCOTTISH LEAGUE RESULTS .,O O B-MISC O O O,validation
GLASGOW 1996-08-31,B-LOC O,validation
Results of Scottish league,O O B-MISC O,validation
matches on Saturday :,O O O O,validation
Division one,O O,validation
Greenock Morton 1 Falkirk 0,B-ORG I-ORG O B-ORG O,validation
Partick 1 St Mirren 1,B-ORG O B-ORG I-ORG O,validation
Stirling 1 Dundee 1,B-ORG O B-ORG O,validation
"Postponed : East Fife v Clydebank , St Johnstone v",O O B-ORG I-ORG O B-ORG O B-ORG I-ORG O,validation
Airdrieonians .,B-ORG O,validation
Division two,O O,validation
Ayr 6 Berwick 0,B-ORG O B-ORG O,validation
Clyde 0 Queen of South 2,B-ORG O B-ORG I-ORG I-ORG O,validation
Dumbarton 1 Brechin 1,B-ORG O B-ORG O,validation
Livingston 1 Hamilton 0,B-ORG O B-ORG O,validation
Stenhousemuir 0 Stranraer 1,B-ORG O B-ORG O,validation
Division three,O O,validation
Albion 2 Cowdenbeath 0,B-ORG O B-ORG O,validation
Arbroath 0 East Stirling 0,B-ORG O B-ORG I-ORG O,validation
Inverness Thistle 1 Alloa 0,B-ORG I-ORG O B-ORG O,validation
Montrose 2 Ross County 1,B-ORG O B-ORG I-ORG O,validation
Queen 's Park 1 Forfar 4,B-ORG I-ORG I-ORG O B-ORG O,validation
SOCCER - ENGLISH LEAGUE RESULTS .,O O B-MISC O O O,validation
LONDON 1996-08-31,B-LOC O,validation
Results of English soccer matches,O O B-MISC O O,validation
on Saturday :,O O O,validation
Division one,O O,validation
Bradford 1 Tranmere 0,B-ORG O B-ORG O,validation
Grimsby 0 Portsmouth 1,B-ORG O B-ORG O,validation
Huddersfield 1 Crystal Palace 1,B-ORG O B-ORG I-ORG O,validation
Norwich 1 Wolverhampton 0,B-ORG O B-ORG O,validation
Oldham 3 Ipswich 3,B-ORG O B-ORG O,validation
Port Vale 2 Oxford 0,B-ORG I-ORG O B-ORG O,validation
Reading 2 Stoke 2,B-ORG O B-ORG O,validation
Southend 1 Swindon 3,B-ORG O B-ORG O,validation
"Postponed : Birmingham v Barnsley , Manchester City v Charlton",O O B-ORG O B-ORG O B-ORG I-ORG O B-ORG,validation
Playing Sunday : Queens Park Rangers v Bolton,O O O B-ORG I-ORG I-ORG O B-ORG,validation
Division two,O O,validation
Blackpool 0 Wycombe 0,B-ORG O B-ORG O,validation
Bournemouth 1 Peterborough 2,B-ORG O B-ORG O,validation
Bristol Rovers 1 Stockport 1,B-ORG I-ORG O B-ORG O,validation
Bury 4 Bristol City 0,B-ORG O B-ORG I-ORG O,validation
Crewe 0 Watford 2,B-ORG O B-ORG O,validation
Gillingham 0 Chesterfield 1,B-ORG O B-ORG O,validation
Luton 1 Rotherham 0,B-ORG O B-ORG O,validation
Millwall 2 Burnley 1,B-ORG O B-ORG O,validation
Notts County 0 York 1,B-ORG I-ORG O B-ORG O,validation
Shrewsbury 0 Brentford3,B-ORG O B-ORG,validation
Postponed : Walsall v Wrexham,O O B-ORG O B-ORG,validation
